cell,episode,episode_seconds,response_tokens,rollout_cap_hit,distillation_loss,gradient_norm_before_clip,optimizer_update_norm_applied,trust_region_achieved_kl,repetition_penalty
opsd_64,8,110.26485121203586,5224,False,0.003366497920392506,0.06911592930555344,0.021991485719736217,,1.1
opsd_64,9,32.33719006902538,1596,False,0.006612349614351615,0.16794878244400024,0.022530419845019935,,1.1
opsd_64,10,36.79331811098382,1818,False,0.0037494703353258677,0.09125643968582153,0.022218264969541084,,1.1
opsd_64,11,51.183942603180185,2511,False,0.003402474133445418,0.16413544118404388,0.022383635996523953,,1.1
opsd_64,12,45.880752455908805,2270,False,0.005391853156454434,0.09406531602144241,0.02298810387003005,,1.1
opsd_64,13,15.854764708084986,778,False,0.005915598238454438,0.1681152731180191,0.023599582450325955,,1.1
opsd_64,14,61.73358602495864,3020,False,0.004670543945240263,0.09268071502447128,0.02326106614602382,,1.1
opsd_64,15,38.7329091290012,1914,False,0.0055529945483771825,0.14071637392044067,0.022934026573951258,,1.1
opsd_64,16,47.80130054894835,2372,False,0.004742045138458428,0.1313587725162506,0.023921182506176798,,1.1
opsd_64,17,134.31764938519336,6320,False,0.002312983720433674,0.05845050886273384,0.02367910966386169,,1.1
opsd_64,18,94.29414175497368,4537,False,0.00376976695152298,0.07351154834032059,0.02348191948872702,,1.1
opsd_64,19,20.415700912009925,1006,False,0.006370909957337391,0.16221238672733307,0.023591957428238754,,1.1
opsd_64,20,19.71593110007234,970,False,0.004978521499955623,0.15322226285934448,0.023826197138541387,,1.1
opsd_64,21,110.97172186616808,5263,False,0.0023122784894320045,0.049732375890016556,0.023260928791417522,,1.1
opsd_64,22,31.99989864206873,1582,False,0.006226423565609153,0.1444627046585083,0.023477745948544133,,1.1
opsd_64,23,9.381428848952055,444,False,0.0183758574856764,0.5158090591430664,0.02455856317748885,,1.1
opsd_64,24,34.40743036009371,1706,False,0.004276765358130964,0.14096052944660187,0.024541935715623128,,1.1
opsd_64,25,52.851607468910515,2606,False,0.0039182771947906736,0.09038835018873215,0.024118442152876982,,1.1
opsd_64,26,156.10336344107054,7258,False,0.003072389859842693,0.05605565011501312,0.0231574370452875,,1.1
opsd_64,27,31.99533884995617,1584,False,0.0043181540477418845,0.12401887774467468,0.023183115571682206,,1.1
opsd_64,28,68.49986309115775,3344,False,0.006020750198736073,1.3037935495376587,0.021742535110603083,,1.1
opsd_64,29,9.15374319604598,430,False,0.012983626179223835,0.2702750861644745,0.02148186665503729,,1.1
opsd_64,30,29.14624035684392,1450,False,0.006283849888834459,0.16145014762878418,0.021022143800269812,,1.1
opsd_64,31,37.44451210601255,1855,False,0.0049563112255748155,0.10055272281169891,0.020796390973219094,,1.1
opsd_64,32,8.614562073955312,406,False,0.0133171779713754,0.5146772265434265,0.02229088657550903,,1.1
opsd_64,33,24.369163995143026,1208,False,0.005049049262179445,0.16263310611248016,0.02209915791596275,,1.1
opsd_64,34,191.1409413390793,8720,False,0.0019837400798553406,0.044715382158756256,0.020986804525743922,,1.1
opsd_64,35,24.218124905135483,1205,False,0.005469791164923134,0.15800358355045319,0.021514007553472207,,1.1
opsd_64,36,112.66842699283734,5327,False,0.002438680342602611,0.08202233165502548,0.019920806454795676,,1.1
opsd_64,37,27.701231515966356,1372,False,0.004258388396808688,0.13368912041187286,0.019620683758453033,,1.1
opsd_64,38,41.26931445696391,2039,False,0.0036723984986846946,0.10308089107275009,0.019175489532791506,,1.1
opsd_64,39,28.665345831075683,1424,False,0.005643319369953,0.17187564074993134,0.019675593133226164,,1.1
opsd_64,40,66.34498860593885,3232,False,0.0038922212851962234,0.11168161779642105,0.019302696264928622,,1.1
opsd_64,41,32.263807957060635,1599,False,0.00419194804442775,0.14868929982185364,0.019740504287506455,,1.1
opsd_64,42,92.21852240688168,4440,False,0.002817083650209882,0.08156277984380722,0.019551663847077853,,1.1
opsd_64,43,59.18790457886644,2898,False,0.0037977821916711993,0.12317083775997162,0.02017642081696049,,1.1
opsd_64,44,40.86165670095943,2030,False,0.003938206001941867,0.1164211705327034,0.02020581592508781,,1.1
opsd_64,45,31.059915295103565,1541,False,0.006023835496569631,0.16517634689807892,0.02062547900955254,,1.1
opsd_64,46,222.5374832218513,9990,True,0.0022865547978499143,0.0458064079284668,0.019841452338211225,,1.1
opsd_64,47,37.681629014899954,1868,False,0.0059420422833349066,0.13956096768379211,0.02057276026027363,,1.1
opsd_64,48,76.47187578002922,3726,False,0.002820041705516802,0.08628620952367783,0.020511267167003428,,1.1
opsd_64,49,38.577546012820676,1902,False,0.005223292153285567,0.11705472320318222,0.02133169984267242,,1.1
opsd_64,50,35.252784056123346,1732,False,0.005361782966287028,0.15699176490306854,0.022032876182477706,,1.1
opsd_64,51,84.15801958995871,4068,False,0.0033109289023479415,0.1157369539141655,0.022502647713947846,,1.1
opsd_64,52,20.009737455984578,986,False,0.00896060891812157,0.33371758460998535,0.024676375586717297,,1.1
opsd_64,53,13.116441305959597,639,False,0.00982065299301407,0.31805962324142456,0.02573972349513619,,1.1
opsd_64,54,221.39140835683793,9952,True,0.0019064451728040095,0.042681120336055756,0.024052674916134227,,1.1
opsd_64,55,39.25068225292489,1926,False,0.00696105131976794,0.23329104483127594,0.025151413579646176,,1.1
opsd_64,56,48.97991189616732,2419,False,0.0037893676820799018,0.12923158705234528,0.02545384483364811,,1.1
opsd_64,57,135.3619199679233,6382,False,0.0030382077140480848,0.07475375384092331,0.02480573748060477,,1.1
opsd_64,58,151.43907927395776,7067,False,0.002666336215807944,0.07699088007211685,0.024367862481235545,,1.1
opsd_64,59,204.2379185250029,9219,False,0.0024147237138767118,0.06691767275333405,0.023716249767403833,,1.1
opsd_64,60,22.719557892996818,1123,False,0.008931658114617621,0.3343498408794403,0.026139038197176397,,1.1
opsd_64,61,95.0078448120039,4585,False,0.0034421141397496403,0.11051049828529358,0.02609990455276502,,1.1
opsd_64,62,86.86490235710517,4193,False,0.004851596274020249,0.11941881477832794,0.026457613995557436,,1.1
opsd_64,63,32.075709878932685,1582,False,0.006484278993134761,0.3087407052516937,0.028120089580780074,,1.1
opsd_64,64,12.179602591088042,590,False,0.018181235456870774,0.5593760013580322,0.0307841362125608,,1.1
lgsd_64,1,44.92824179213494,2102,False,0.003550011405657505,0.08075455576181412,0.024337498587591617,0.0038375862024292054,1.1
lgsd_64,2,32.70768407708965,1563,False,0.003641689402395079,0.10017930716276169,0.022712655187714065,0.003884426781088972,1.1
lgsd_64,3,224.64711747295223,10002,True,0.0017296042015552187,0.03307586535811424,0.019368459459214917,0.0016493747028332429,1.1
lgsd_64,4,213.63318015099503,9609,False,0.002485907871473086,0.04804353043437004,0.019688236427719677,0.0024858753375037583,1.1
lgsd_64,5,47.38720476604067,2305,False,0.0030561539379170715,0.05509005859494209,0.02033596075080707,0.003473749948537689,1.1
lgsd_64,6,44.0388701769989,2145,False,0.0034357080574740064,0.06437548249959946,0.020411376651367795,0.003944911788671445,1.1
lgsd_64,7,44.26101525500417,2151,False,0.0037201785550442816,0.0919400230050087,0.020911515802119918,0.003929332487531065,1.1
lgsd_64,8,61.58562389900908,2984,False,0.0031568131499471836,0.07344707101583481,0.02113017912079755,0.00310439144538331,1.1
lgsd_64,9,34.77359611610882,1689,False,0.0039603535619124886,0.11460486054420471,0.021823147963284936,0.003940935906677856,1.1
lgsd_64,10,79.13667000387795,3827,False,0.00299385803461324,0.05492645502090454,0.02189049167058406,0.003182298654453356,1.1
lgsd_64,11,37.085573290940374,1818,False,0.0037711459466607616,0.0907939001917839,0.022540449211279585,0.003829525582844799,1.1
lgsd_64,12,46.163184649078175,2275,False,0.002863311817982121,0.06962921470403671,0.023091269397030358,0.0029241864759843427,1.1
lgsd_64,13,18.47640814492479,886,False,0.003925778405871201,0.14595839381217957,0.023686501764933185,0.003916458472710431,1.1
lgsd_64,14,46.38325089192949,2263,False,0.0035604556337850016,0.1047138199210167,0.022631225062095108,0.0039319658517784845,1.1
lgsd_64,15,43.215853682952,2104,False,0.003966974181268265,0.14697174727916718,0.022259854309378404,0.0039464434353854265,1.1
lgsd_64,16,50.8306032421533,2484,False,0.0036998244794310578,0.11884966492652893,0.023437115874796577,0.003924283374478851,1.1
lgsd_64,17,120.47995369788259,5688,False,0.002247332873637625,0.05759241431951523,0.023335983231557823,0.002477619303167705,1.1
lgsd_64,18,74.93741731601767,3607,False,0.003872802006744317,0.08775334060192108,0.02342467887644208,0.0037296843026396243,1.1
lgsd_64,19,19.73659590817988,947,False,0.0037688828174736832,0.11549313366413116,0.022757648475036297,0.0038634912674379196,1.1
lgsd_64,20,66.4151320529636,3214,False,0.003735039358252721,0.09953472763299942,0.022353116756110444,0.0038664399321100026,1.1
lgsd_64,21,47.082379098050296,2285,False,0.0036807312834926387,0.08094564825296402,0.022683340649127953,0.003909049634730008,1.1
lgsd_64,22,27.74689000984654,1340,False,0.0040253748592517504,0.1139742061495781,0.02315200608229045,0.003993773535450003,1.1
lgsd_64,23,9.679150744108483,445,False,0.003930470820586983,0.24021016061306,0.02414801598104329,0.0038576301019848064,1.1
lgsd_64,24,46.79307345394045,2291,False,0.003673948255086676,0.08860567957162857,0.02399479257512559,0.003983398462840429,1.1
lgsd_64,25,32.00330114015378,1564,False,0.0038102917257658285,0.1066286563873291,0.02439653317685339,0.003882043749627555,1.1
lgsd_64,26,57.18767137196846,2780,False,0.0039730440007804116,0.10147331655025482,0.0245704016155942,0.00398279765098215,1.1
lgsd_64,27,34.57050185184926,1684,False,0.003958887015768015,0.12145975232124329,0.024855639407740188,0.003992282849628116,1.1
lgsd_64,28,80.46787559287623,3874,False,0.0037373686518539836,0.0800468921661377,0.02390906174235523,0.003918655945116026,1.1
lgsd_64,29,17.36201052297838,839,False,0.003856291462743879,0.19348952174186707,0.023377999517534682,0.003964586705147012,1.1
lgsd_64,30,38.29461887385696,1860,False,0.004089350439608097,0.11869249492883682,0.023465108427797497,0.003930596095980496,1.1
lgsd_64,31,108.13426542491652,5103,False,0.0029903154146030627,0.08398038148880005,0.023665825529889436,0.0029980134881059024,1.1
lgsd_64,32,15.007968785939738,714,False,0.003960433447373514,0.1899619847536087,0.024137993822377517,0.0039287314695470475,1.1
lgsd_64,33,24.75722561380826,1202,False,0.0039036678159593942,0.12385688722133636,0.024467427148163103,0.003929370633030493,1.1
lgsd_64,34,97.57255707215518,4660,False,0.0023250778217684042,0.05772222951054573,0.024256720348049033,0.0025796392588784255,1.1
lgsd_64,35,19.950066169025376,982,False,0.0040534593116552725,0.1431676596403122,0.025103572346910963,0.003938027409089316,1.1
lgsd_64,36,43.47446083696559,2129,False,0.003592180124907888,0.6857317090034485,0.02401808210343753,0.0038705284415471715,1.1
lgsd_64,37,26.570856064092368,1301,False,0.004114773920483079,0.1598818302154541,0.023759460085733194,0.003903662048560853,1.1
lgsd_64,38,139.351170306094,6528,False,0.0025392452610985316,0.062219634652137756,0.022838180046583747,0.0024612165802596685,1.1
lgsd_64,39,37.05579233705066,1823,False,0.003374750371953422,0.10366328805685043,0.02262331330195067,0.0038187537307570545,1.1
lgsd_64,40,65.18771924683824,3181,False,0.0034345020540790553,0.1305229812860489,0.022701510987606022,0.003492235205189232,1.1
lgsd_64,41,46.78025441803038,2307,False,0.0029441105575459406,0.09212103486061096,0.02324816046149901,0.0029745593000026554,1.1
lgsd_64,42,222.62880037305877,9993,True,0.0019521283981634812,0.0434194914996624,0.02245601302417896,0.0019546584790181513,1.1
lgsd_64,43,84.18912353599444,4031,False,0.0038117339523937492,0.12237969785928726,0.023239397017671786,0.003938982145376993,1.1
lgsd_64,44,79.69318279600702,3863,False,0.0025404565384262025,0.08789754658937454,0.023105307293384492,0.0025253923917963133,1.1
lgsd_64,45,66.6108928900212,3250,False,0.004001109033823014,0.10613492131233215,0.023062796773605367,0.003940942729894931,1.1
lgsd_64,46,222.21486590080895,9990,True,0.0019810019765754,0.04134979844093323,0.022102088486770546,0.00197531203193976,1.1
lgsd_64,47,58.35042093205266,2860,False,0.00396616908793266,0.0921262577176094,0.023118853702571475,0.0039893083613027226,1.1
lgsd_64,48,49.37593565811403,2437,False,0.0028111315181400137,0.09699013084173203,0.02345140565602926,0.002849205203314614,1.1
lgsd_64,49,94.88218672107905,4553,False,0.0028933747314090954,0.07295575737953186,0.02380324410464601,0.002880793548392223,1.1
lgsd_64,50,219.8447458941955,9831,True,0.0021272719384166044,0.05331503599882126,0.023621839961417267,0.0021064686183011033,1.1
lgsd_64,51,88.1853382170666,4238,False,0.0033065381233832367,0.14641495048999786,0.024816996247385762,0.0033315582849959297,1.1
lgsd_64,52,32.69230378000066,1606,False,0.003961343905084754,0.20533232390880585,0.026323590359695562,0.00390016160450718,1.1
lgsd_64,53,27.484586124075577,1357,False,0.003847240234259173,0.11589718610048294,0.02649230212140447,0.0039360555837324816,1.1
lgsd_64,54,221.9440674970392,9952,True,0.002033376051083062,0.044946491718292236,0.025381627475190925,0.002019478009274032,1.1
lgsd_64,55,33.71365477913059,1645,False,0.003703574591534252,0.14085909724235535,0.02617544855441342,0.003927404460664216,1.1
lgsd_64,56,104.57297887513414,4986,False,0.0025253404016891178,0.08233700692653656,0.02652109747428945,0.002475376404908542,1.1
lgsd_64,57,223.58346981112845,10041,True,0.0022523110664692467,0.06035482510924339,0.026322162811965654,0.0022400993121623365,1.1
lgsd_64,58,222.85910267103463,10016,True,0.001859110707393699,0.06644435971975327,0.02518686950299835,0.0018784880610971382,1.1
lgsd_64,59,183.84695654106326,8358,False,0.00280732875384549,0.08389940112829208,0.025798221893544818,0.002826575213897511,1.1
lgsd_64,60,18.153898508986458,887,False,0.003893176547284191,0.22052046656608582,0.02795215137757152,0.0039693417180888145,1.1
lgsd_64,61,106.70961666293442,5081,False,0.003848700801330705,0.13457758724689484,0.028834870682855295,0.00387936282541498,1.1
lgsd_64,62,222.92035116488114,10033,True,0.0033867742919095646,0.07440508157014847,0.02776023649832877,0.003392867215975063,1.1
lgsd_64,63,26.295855624135584,1287,False,0.004162819548211062,0.24771203100681305,0.029206343831742455,0.003976362465668061,1.1
lgsd_64,64,32.04505926487036,1581,False,0.003860072344780124,0.20481754839420319,0.029910986040992262,0.0038783878728907597,1.1
