schema_version,query_id,problem_sha256,checkpoint_episode,checkpoint_sha256,selection_status,checkpoint_type,method_id,variant,generated_tokens,selected_epsilon,training_epsilon,neutral_raw_mean_kl,neutral_selected_projected_mean_kl,neutral_selected_alpha,neutral_selected_constraint_active,mean_raw_across_wrapper_variance,mean_projected_across_wrapper_variance,paired_variance_reduction,paired_variance_reduction_ci_low,paired_variance_reduction_ci_high,bootstrap_unit,bootstrap_block_length,bootstrap_replicates,query_replicates
trsd-posthoc-mechanism-figure-summary-v1,deepmath:003067ef78fc841f6ac3c3129143429ceb0f761eb3f4a1c23939abdc0e7ac9b4,003067ef78fc841f6ac3c3129143429ceb0f761eb3f4a1c23939abdc0e7ac9b4,36,a28c28c9fa964dd858c15f62cfc45abfa9c9d5eea77317dfdb973e4b07f8dd1f,historical_latest_rolling_endpoint,rolling,clean:correct_wrong_signed:trust_region,correct_wrong_signed,2767,0.008,0.08,0.020345858514827016,0.007996134404047159,0.675,True,0.0025461941470073125,0.000807261064548322,0.0017389330824589902,0.0010292054034450556,0.00261481533200948,paired_circular_token_block,53,10000,1
