metric,trust_region_clean,privileged
mean_teacher_student_kl,0.0007016030454474,0.0147279660773525
mean_style_abs_error,0.028242662474366232,0.12324590058764279
mean_task_abs_error,0.003047096415728933,0.01369412673457273
mean_style_task_ratio,7.268254319380915,10.176529014954216
mean_frontier_margin_gain,8.89381505088282,0.0
mean_frontier_wrong_ratio,0.1759651078352537,
mean_frontier_correct_ratio,0.1742910006923966,
mean_db_crossing_rate,0.2410714285714285,0.0
mean_db_regression_rate,0.0,0.0
