method,trajectory,optimizer_update,training_step,trajectory_microsteps,chunk_size_tokens,response_tokens,distillation_loss,teacher_student_reverse_kl,student_token_nll,episode_seconds,projection_alpha,projected_target_kl,kl_budget,query_id
TRSD 64,52,52,2987,79,128,10106,0.004191686012980256,0.004191686059617782,0.09605919316856314,336.39272941008676,0.609375,0.0038303264551750402,0.004,deepmath:00757aaaa1947c28b2354d393d3d6b3997eedb797aaa9adb240d92236e4e5cbd
TRSD 64,53,53,2998,11,128,1314,0.003928447121325007,0.0039284470557735575,0.10533807919994337,45.9334633089602,0.34375,0.0036739791088554684,0.004,deepmath:007584128ece78d87b2918b9c9a40bf6440654fd04dbc074f4cee50f83651029
TRSD 64,54,54,3077,79,128,10033,0.0041093374966294505,0.004109337394204012,0.10769360554749405,333.3371936730109,0.578125,0.003927125999581288,0.004,deepmath:00765d46d60d516368b3882f1790d110b557b285c44e4de4bc77151a88178d01
TRSD 64,55,55,3115,38,128,4857,0.004320504730912944,0.004320504673443534,0.08455304371026998,164.0738761019893,0.546875,0.0038076696584922725,0.004,deepmath:0076d82cd80345e2fef2aa0e8075b95dc5aa7fc14bfd5309ea5a9e82b0c997de
TRSD 64,56,56,3141,26,128,3235,0.003848493918439999,0.003848494035141453,0.08448425068921615,109.41895692795515,0.453125,0.0037709207895861067,0.004,deepmath:0078489488852fcf62ea236485cfb162411bdbaa4dfa7917c982e26b6f956d74
TRSD 64,57,57,3178,37,128,4653,0.0041473731407677406,0.004147373102229051,0.14749072911327893,157.74296045396477,0.46875,0.0037544242414817384,0.004,deepmath:00792ef532c63549590ae6ba78dbff2fd1b98206fb3b7db8a0481c3e4dc68005
TRSD 64,58,58,3257,79,128,10099,0.0035902936438924533,0.0035902935234691726,0.02796605596779384,334.8484642490512,1.0,0.0037293342234602047,0.004,deepmath:007bd5213ed53954fc9cea10022b7c2eeedd93a590a6b87867dd71396df24547
TRSD 64,59,59,3280,23,128,2845,0.004116624691960169,0.004116624555761659,0.12565840937341244,98.21460105897859,0.515625,0.0038807138473266876,0.004,deepmath:007ebc494c1ba6694022a6ae814c36264169fc2670594568135ed0ecbceb69e6
TRSD 64,60,60,3319,39,128,4989,0.004371536299913714,0.004371536168719514,0.1653096479460624,169.822581044049,0.40625,0.0039021307873203796,0.004,deepmath:007f22293e9b6868f90b4c24378641097b6637f2d463c8c3e69540a9a12d779d
TRSD 64,61,61,3346,27,128,3407,0.004321694241298246,0.0043216942603685376,0.1751800276227525,117.36674014700111,0.4375,0.003790677014748162,0.004,deepmath:0081b6f03c24a7151ca8a2b8dbbd8b75f6227f8068a3c43d88a3e7227583aa8c
TRSD 64,62,62,3375,29,128,3618,0.003927585354176699,0.003927585493563172,0.14429421580384752,124.15537958289497,0.640625,0.0038874238101902457,0.004,deepmath:0086c010b9d632e4f89d32600eb4f1403cb9e9e260fcaf3d01d216fae135540f
TRSD 64,63,63,3398,23,128,2847,0.003852348733445865,0.0038523485938971036,0.08602244568407054,98.19960775692016,0.484375,0.003920905062722646,0.004,deepmath:0087f799089ae3e7e95c866954aaf8445958600cfd429f972e0229473c455471
TRSD 64,64,64,3413,15,128,1796,0.0038520954049090506,0.003852095303902473,0.0775835848598013,62.600774846971035,0.4375,0.0038102801190689206,0.004,deepmath:008bf863b4040bc64f4359e5b0b35ddec9723395cfa59765a88a066679c8357b
