loop,raw_deviation,local_deviation,raw_wrapper_sensitivity,local_wrapper_sensitivity
0,0.0,0.0,0.0,0.0
1,0.7165827134417836,0.00014302052052303691,0.0009597443482964734,9.535291989284897e-10
2,1.2989409070448812,0.0005242196179361038,0.0002560390184285208,7.693087123775467e-10
3,1.718140813284231,0.0011462153567539438,0.0002378726996963711,7.928968038523985e-10
4,1.8807155951582875,0.002004901200607129,3.90498294845991e-05,1.0820442857273991e-09
5,1.9298027340711525,0.0030420132346686978,1.5449943616514556e-06,8.613163700169796e-10
6,1.9496058408304373,0.004264506939934631,7.527466754047374e-08,1.0859971356556326e-09
7,1.959666843027806,0.005609567298365349,7.553459499980967e-09,9.118129952436747e-10
8,1.9654688806662006,0.007100251180111057,3.256683521015011e-09,8.779431634458226e-10
