episode,n_queries,acc1,acc1_percent,gain_over_first,gain_over_first_pp
0,6,0.3333333333333333,33.33333333333333,0.0,0.0
1,6,0.3333333333333333,33.33333333333333,0.0,0.0
2,6,0.16666666666666666,16.666666666666664,-0.16666666666666666,-16.666666666666664
